"GeneName",Med(Ess(WT)) – Med(Ess(MT))
"CXCR1",0.006512792970559
"IGSF8",0.006539842262339
"PAK1",0.006542715856026
"ZNF432",0.006551750219738
"HS6ST3",0.006556129022962
"CRYAB",0.006573796297335
"FAM160B1",0.006578145041349
"KANK2",0.00659004570967
"KIF14",0.006602494257376
"WDR72",0.006621789183983
"SLC39A3",0.006628469448174
"CSRNP3",0.006647994551253
"GDPD4",0.006648771146913
"CCKAR",0.00667503923323
"AKAP7",0.0066958297802
"PITX1",0.006709785290585
"MYCT1",0.006727332687446
"MEDAG",0.006742512890985
"RBM14",0.006753171549564
"THBS2",0.006754033470276
"TM2D3",0.006763760396651
"AMDHD2",0.006764598578823
"SLC25A10",0.006767716365755
"ALX4",0.006782806025224
"MARVELD3",0.006797331296272
"ANXA1",0.006811899141898
"PDZD9",0.006814791529753
"VPS13A",0.00682832566045
"DCUN1D1",0.006845090044845
"PRELP",0.006880128848796
"MMP15",0.006880908763538
"ATAD2B",0.006884099327154
"DIP2C",0.006931127762508
"ANTXR1",0.006964237742054
"LDLRAD2",0.006974499024756
"CD4",0.006975081410262
"ANKZF1",0.006980991948937
"KCNMB1",0.006985135662028
"SLC18A3",0.00700664909937
"PRSS16",0.007014069420843
"KBTBD12",0.007039668825084
"PTPRM",0.007058699815617
"CDH11",0.007066968819584
"IFIT5",0.007109122922634
"IL20",0.007109207773574
"GOLGA7B",0.00712398530556
"SNRNP48",0.007148325229884
"PRKAG1",0.007162803766075
"ACYP1",0.007163366508011
"PYGO1",0.007169475321451
"BCL2L11",0.007178786364759
"PTTG1IP",0.007191210597688
"C1orf43",0.007191586614123
"CAV1",0.00720298919927
"GPD1L",0.007220775595302
"ZDHHC16",0.007235855043025
"HSPB1",0.007237792447583
"FBXO34",0.007239510322427
"PCDH18",0.007250958309344
"ZNF415",0.007256974197995
"GABRA2",0.007278143900726
"RAB3GAP2",0.007285249116762
"BFSP2",0.00728654868203
"MMP7",0.007292213946223
"CNTN6",0.00729449749734
"AMY2B",0.007308401743486
"ASB13",0.007327631957249
"GEN1",0.007343401187711
"LBX1",0.007360553471812
"TRAM2",0.007365419384855
"SLC16A3",0.007381696785424
"OGFOD3",0.007408029120066
"GALK1",0.007478954283736
"CCR6",0.007487621352393
"PELI2",0.007528319032227
"RAPGEF5",0.007529821076823
"SNAI3",0.007530574373196
"TBX15",0.00753816605567
"MAP9",0.007547938843897
"SPERT",0.007583736658592
"GSTA2",0.007632127639449
"TTC26",0.007647097933404
"FAM124B",0.00764764252338
"GNAL",0.007647983013682
"FAM76A",0.007650713586633
"LMOD1",0.007662678761343
"ZNF177",0.007664085442645
"AMIGO1",0.007693864895554
"MYH6",0.007709433106241
"THPO",0.007735711807903
"CARTPT",0.00775442433617
"DIAPH3",0.007773420425018
"KRT71",0.007780278763147
"HOXB5",0.007787882896514
"HLF",0.007835076465435
"MCOLN3",0.00784748093091
"ENOSF1",0.007874908930781
"FBXL22",0.007878371021648
"CAPSL",0.007879811614683
"WIPF2",0.007880518095289
"UCK2",0.007932589311903
"EFHD1",0.00794201270012
"FHL3",0.00794667678823
"KPNA4",0.007977183249202
"ANKRD7",0.007979121381006
"SYNE2",0.007983794005387
"STX1B",0.007986116703369
"H2AFV",0.008025516848432
"FABP4",0.008030253690917
"HSP90AA1",0.008035460562343
"NCAN",0.008048008036847
"LAMTOR5",0.00805806344233
"PCSK5",0.008058387872964
"ZNF710",0.008080955486681
"NEURL2",0.008094691434409
"BMP3",0.008094732760881
"UBXN10",0.008097926832506
"CA10",0.008112735454655
"DRC1",0.008128239460154
"REEP6",0.008141306017625
