Plate,Well,Ensemble,KO A,WT A,KO B,WT B,z (KO A),z ( WT A),z (KO B),z (WT B)
HTplate31,P12,ENSG00000181577,1075,1250,1083,736,0.10,0.47,3.06,1.22
HTplate31,P13,ENSG00000124678,1122,1650,600,330,0.32,1.50,-0.14,-0.67
HTplate31,P14,ENSG00000158019,883,1142,759,467,-0.82,0.19,0.91,-0.03
HTplate31,P15,ENSG00000139537,819,597,579,328,-1.13,-1.21,-0.28,-0.68
HTplate31,P16,ENSG00000088038,1492,2000,639,731,2.11,2.40,0.12,1.20
HTplate31,P17,ENSG00000007255,1171,1040,730,379,0.56,-0.07,0.72,-0.44
HTplate31,P18,ENSG00000159592,1413,2178,611,455,1.73,2.86,-0.07,-0.09
HTplate31,P19,ENSG00000134545,1426,2197,789,813,1.79,2.91,1.11,1.58
HTplate31,P20,ENSG00000122565,1113,885,542,376,0.28,-0.47,-0.53,-0.46
HTplate31,P21,ENSG00000123342,1271,1387,730,815,1.04,0.82,0.72,1.59
HTplate31,P22,ENSG00000127863,1127,1134,748,627,0.35,0.17,0.84,0.71
HTplate31,P23,ENSG00000198399,888,339,700,507,-0.80,-1.87,0.52,0.15
HTplate31,P24,ENSG00000106290,1178,636,679,301,0.60,-1.11,0.38,-0.81
HTplate33,I01,ENSG00000163618,383,270,344,297,-0.21,-0.75,-0.35,-0.61
HTplate33,I02,ENSG00000138029,280,162,425,392,-0.98,-1.21,0.17,-0.23
HTplate33,I03,ENSG00000109099,533,430,246,190,0.89,-0.05,-1.00,-1.03
HTplate33,I04,ENSG00000155229,301,334,256,300,-0.82,-0.47,-0.93,-0.60
HTplate33,I05,ENSG00000120705,309,176,183,123,-0.76,-1.15,-1.40,-1.30
HTplate33,I06,ENSG00000120742,532,653,624,976,0.89,0.91,1.48,2.09
HTplate33,I07,ENSG00000153786,414,328,314,241,0.01,-0.50,-0.55,-0.83
HTplate33,I08,ENSG00000102010,410,516,380,298,-0.01,0.32,-0.12,-0.60
HTplate33,I09,ENSG00000008283,565,702,482,704,1.13,1.12,0.54,1.01
HTplate33,I10,ENSG00000196776,272,180,468,949,-1.04,-1.14,0.46,1.98
HTplate33,I11,ENSG00000141338,565,639,494,608,1.13,0.85,0.63,0.63
HTplate33,I12,ENSG00000115239,533,834,580,759,0.89,1.69,1.19,1.23
HTplate33,I13,ENSG00000124193,437,545,449,530,0.18,0.44,0.33,0.32
HTplate33,I14,ENSG00000163932,428,394,463,598,0.12,-0.21,0.43,0.59
HTplate33,I15,ENSG00000189144,346,359,335,482,-0.49,-0.36,-0.41,0.13
HTplate33,I16,ENSG00000185651,592,742,498,602,1.34,1.29,0.65,0.61
HTplate33,I17,ENSG00000148297,478,328,357,370,0.49,-0.49,-0.27,-0.32
HTplate33,I18,ENSG00000148835,442,382,340,363,0.22,-0.26,-0.38,-0.34
HTplate33,I19,ENSG00000138378,505,559,398,400,0.69,0.50,0.00,-0.20
HTplate33,I20,ENSG00000170632,487,650,510,611,0.55,0.90,0.73,0.64
HTplate33,I21,ENSG00000196967,308,432,252,273,-0.77,-0.05,-0.96,-0.71
HTplate33,I22,ENSG00000101294,296,284,341,400,-0.86,-0.69,-0.38,-0.20
HTplate33,I23,ENSG00000073146,330,300,307,338,-0.61,-0.62,-0.60,-0.45
HTplate33,I24,ENSG00000089053,397,215,364,358,-0.11,-0.99,-0.22,-0.36
HTplate33,J01,ENSG00000133895,427,352,400,422,0.11,-0.39,0.01,-0.11
HTplate33,J02,ENSG00000143190,256,126,455,303,-1.16,-1.37,0.37,-0.58
HTplate33,J03,ENSG00000158711,569,631,322,283,1.16,0.81,-0.50,-0.66
HTplate33,J04,ENSG00000092036,324,239,358,306,-0.65,-0.88,-0.26,-0.57
HTplate33,J05,ENSG00000170412,275,250,256,247,-1.01,-0.83,-0.93,-0.81
HTplate33,J06,ENSG00000161267,179,98,242,214,-1.73,-1.49,-1.02,-0.94
HTplate33,J07,ENSG00000186260,392,215,231,127,-0.15,-0.98,-1.09,-1.28
HTplate33,J08,ENSG00000096157,450,528,565,691,0.28,0.37,1.09,0.96
HTplate33,J09,ENSG00000122691,362,322,205,165,-0.37,-0.52,-1.26,-1.13
HTplate33,J10,ENSG00000152430,573,790,454,485,1.19,1.50,0.36,0.14
HTplate33,J11,ENSG00000061492,277,253,499,694,-1.00,-0.82,0.66,0.97
HTplate33,J12,ENSG00000132436,425,359,501,796,0.09,-0.36,0.67,1.37
HTplate33,J13,ENSG00000123297,361,387,573,567,-0.38,-0.24,1.14,0.47
HTplate33,J14,ENSG00000178773,624,632,556,751,1.57,0.82,1.03,1.20
HTplate33,J15,ENSG00000160753,508,704,476,641,0.71,1.13,0.51,0.76
HTplate33,J16,ENSG00000147862,453,625,483,707,0.30,0.79,0.55,1.02
HTplate33,J17,ENSG00000185182,480,813,499,552,0.50,1.60,0.66,0.41
HTplate33,J18,ENSG00000132326,305,192,142,180,-0.79,-1.08,-1.68,-1.07
HTplate33,J19,ENSG00000183914,438,399,468,499,0.19,-0.19,0.46,0.19
HTplate33,J20,ENSG00000139531,326,330,421,530,-0.64,-0.49,0.15,0.32
HTplate33,J21,ENSG00000164040,531,575,428,413,0.88,0.57,0.19,-0.15
HTplate33,J22,ENSG00000143514,289,237,318,294,-0.91,-0.89,-0.52,-0.62
HTplate33,J23,ENSG00000135916,193,159,339,259,-1.62,-1.22,-0.39,-0.76
HTplate33,J24,ENSG00000136160,372,573,367,315,-0.30,0.57,-0.20,-0.54
HTplate33,K01,ENSG00000120899,290,210,21,18,-0.91,-1.00,-2.47,-1.72
HTplate33,K02,ENSG00000012817,88,71,42,8,-2.39,-1.60,-2.33,-1.76
HTplate33,K03,ENSG00000138375,255,192,43,5,-1.16,-1.08,-2.32,-1.77
HTplate33,K04,ENSG00000167699,353,271,24,5,-0.43,-0.74,-2.44,-1.77
HTplate33,K05,ENSG00000005981,220,158,41,13,-1.42,-1.23,-2.33,-1.74
HTplate33,K06,ENSG00000188735,349,226,26,10,-0.47,-0.94,-2.44,-1.75
HTplate33,K07,ENSG00000124256,206,240,12,7,-1.52,-0.88,-2.52,-1.76
HTplate33,K08,ENSG00000003400,241,237,20,3,-1.26,-0.89,-2.47,-1.78
HTplate33,K09,ENSG00000015171,292,349,22,4,-0.89,-0.41,-2.46,-1.77
HTplate33,K10,ENSG00000154217,167,95,3,10,-1.81,-1.50,-2.58,-1.75
HTplate33,K11,ENSG00000197622,176,154,236,242,-1.74,-1.25,-1.06,-0.83
HTplate33,K12,ENSG00000167604,272,206,466,615,-1.04,-1.02,0.44,0.66
HTplate33,K13,ENSG00000071909,227,131,156,183,-1.37,-1.35,-1.58,-1.06
HTplate33,K14,ENSG00000122644,398,440,396,369,-0.10,-0.01,-0.02,-0.32
HTplate33,K15,ENSG00000141480,262,210,155,101,-1.11,-1.01,-1.59,-1.39
HTplate33,K16,ENSG00000112116,378,395,472,449,-0.25,-0.20,0.48,0.00
HTplate33,K17,ENSG00000196199,362,387,219,170,-0.37,-0.24,-1.17,-1.11
HTplate33,K18,ENSG00000168397,369,443,443,748,-0.32,0.00,0.29,1.18
HTplate33,K19,ENSG00000136152,166,89,136,67,-1.82,-1.53,-1.71,-1.52
HTplate33,K20,ENSG00000172733,412,362,548,602,0.00,-0.35,0.97,0.60
HTplate33,K21,ENSG00000055208,340,392,223,209,-0.53,-0.22,-1.14,-0.96
HTplate33,K22,ENSG00000121210,485,473,568,868,0.54,0.13,1.11,1.66
HTplate33,K23,ENSG00000137335,112,129,240,465,-2.22,-1.36,-1.03,0.06
HTplate33,K24,ENSG00000166012,612,908,573,650,1.48,2.01,1.14,0.80
HTplate33,L01,ENSG00000081026,455,418,448,424,0.32,-0.11,0.32,-0.10
HTplate33,L02,ENSG00000175455,369,397,278,248,-0.32,-0.20,-0.79,-0.80
HTplate33,L03,ENSG00000169122,217,235,364,217,-1.44,-0.90,-0.22,-0.93
HTplate33,L04,ENSG00000150656,223,212,182,133,-1.40,-1.00,-1.41,-1.26
HTplate33,L05,ENSG00000198304,156,163,376,426,-1.89,-1.21,-0.15,-0.09
HTplate33,L06,ENSG00000164117,476,529,379,342,0.47,0.38,-0.13,-0.43
HTplate33,L07,ENSG00000124549,210,219,325,283,-1.49,-0.97,-0.48,-0.67
HTplate33,L08,ENSG00000006114,367,335,461,463,-0.33,-0.47,0.41,0.05
HTplate33,L09,ENSG00000136870,539,624,318,284,0.94,0.79,-0.53,-0.66
HTplate33,L10,ENSG00000189367,163,200,343,343,-1.84,-1.05,-0.36,-0.43
HTplate33,L11,ENSG00000132010,447,459,459,519,0.26,0.07,0.39,0.27
HTplate33,L12,ENSG00000164256,447,540,573,808,0.26,0.42,1.14,1.43
HTplate33,L13,ENSG00000006118,324,367,413,328,-0.65,-0.33,0.09,-0.49
HTplate33,L14,ENSG00000117020,208,230,173,227,-1.51,-0.92,-1.47,-0.89
HTplate33,L15,ENSG00000157106,361,231,347,262,-0.38,-0.91,-0.33,-0.75
HTplate33,L16,ENSG00000179603,389,509,425,380,-0.17,0.29,0.18,-0.28
HTplate33,L17,ENSG00000116748,628,732,501,588,1.60,1.25,0.67,0.55
HTplate33,L18,ENSG00000175166,195,147,104,74,-1.61,-1.28,-1.92,-1.50
HTplate33,L19,ENSG00000151012,279,279,394,447,-0.98,-0.71,-0.03,-0.01
HTplate33,L20,ENSG00000158423,518,455,222,306,0.78,0.05,-1.15,-0.57
HTplate33,L21,ENSG00000168502,651,893,522,803,1.77,1.95,0.80,1.40
HTplate33,L22,ENSG00000136908,566,758,549,819,1.14,1.36,0.98,1.47
HTplate33,L23,ENSG00000081842,237,135,227,105,-1.29,-1.33,-1.12,-1.37
HTplate33,L24,ENSG00000130299,521,789,481,567,0.81,1.50,0.54,0.46
HTplate33,M01,ENSG00000155393,189,143,366,327,-1.65,-1.29,-0.21,-0.49
HTplate33,M02,ENSG00000069122,343,251,353,321,-0.51,-0.83,-0.30,-0.51
HTplate33,M03,ENSG00000142892,266,201,281,167,-1.08,-1.04,-0.77,-1.13
HTplate33,M04,ENSG00000015475,433,539,263,156,0.15,0.42,-0.89,-1.17
HTplate33,M07,ENSG00000136205,227,125,396,410,-1.37,-1.37,-0.02,-0.16
HTplate33,M08,ENSG00000138821,118,88,390,450,-2.18,-1.54,-0.05,0.00
HTplate33,M09,ENSG00000134909,415,343,350,308,0.02,-0.43,-0.31,-0.56
HTplate33,M10,ENSG00000179915,466,474,294,378,0.40,0.14,-0.68,-0.29
HTplate33,M11,ENSG00000086758,196,175,200,148,-1.60,-1.16,-1.30,-1.20
HTplate33,M12,ENSG00000135976,385,428,637,1158,-0.20,-0.06,1.56,2.82
HTplate33,M13,ENSG00000077092,575,892,465,794,1.20,1.95,0.43,1.37
HTplate33,M14,ENSG00000103037,336,285,436,477,-0.56,-0.68,0.24,0.11
HTplate33,M15,ENSG00000079150,345,321,373,401,-0.49,-0.52,-0.16,-0.19
HTplate33,M16,ENSG00000064692,561,653,381,428,1.11,0.91,-0.12,-0.09
HTplate33,M17,ENSG00000175354,430,379,480,680,0.14,-0.27,0.53,0.91
HTplate33,M20,ENSG00000188838,506,406,458,374,0.70,-0.16,0.39,-0.30
HTplate33,M21,ENSG00000171940,494,949,461,680,0.61,2.19,0.41,0.92
HTplate33,M22,ENSG00000113163,426,398,436,499,0.11,-0.19,0.24,0.19
HTplate33,M23,ENSG00000123473,195,107,131,87,-1.61,-1.45,-1.75,-1.44
HTplate33,M24,ENSG00000152092,258,117,297,223,-1.14,-1.41,-0.66,-0.90
HTplate33,N01,ENSG00000172967,407,487,437,492,-0.03,0.19,0.25,0.17
HTplate33,N02,ENSG00000168944,170,108,153,117,-1.79,-1.45,-1.60,-1.32
HTplate33,N03,ENSG00000166596,318,259,312,366,-0.70,-0.80,-0.56,-0.33
HTplate33,N04,ENSG00000077279,370,462,495,644,-0.31,0.09,0.63,0.77
HTplate33,N07,ENSG00000132205,591,531,189,146,1.32,0.38,-1.37,-1.21
HTplate33,N08,ENSG00000197991,200,141,183,153,-1.57,-1.30,-1.41,-1.18
HTplate33,N09,ENSG00000160131,550,742,542,893,1.03,1.30,0.94,1.76
HTplate33,N10,ENSG00000124194,182,144,606,833,-1.70,-1.29,1.36,1.52
HTplate33,N11,ENSG00000165338,176,136,173,169,-1.75,-1.33,-1.47,-1.12
HTplate33,N12,ENSG00000103245,509,552,337,556,0.72,0.47,-0.40,0.42
HTplate33,N13,ENSG00000109606,233,185,258,247,-1.32,-1.12,-0.92,-0.81
HTplate33,N14,ENSG00000164740,563,579,382,465,1.12,0.59,-0.11,0.06
HTplate33,N15,ENSG00000105483,519,680,339,446,0.80,1.03,-0.39,-0.02
HTplate33,N16,ENSG00000103888,566,520,294,312,1.14,0.33,-0.68,-0.55
HTplate33,N17,ENSG00000081803,386,269,215,224,-0.19,-0.75,-1.20,-0.90
HTplate33,N20,ENSG00000064042,527,770,288,275,0.85,1.42,-0.72,-0.70
HTplate33,N21,ENSG00000100600,555,730,482,535,1.06,1.24,0.54,0.34
HTplate33,N22,ENSG00000136848,265,205,310,237,-1.09,-1.03,-0.58,-0.85
HTplate33,N23,ENSG00000006747,252,322,176,116,-1.19,-0.52,-1.45,-1.33
HTplate33,N24,ENSG00000185960,240,80,302,109,-1.27,-1.57,-0.63,-1.36
HTplate33,O01,ENSG00000065060,473,638,506,602,0.45,0.85,0.71,0.60
HTplate33,O02,ENSG00000159212,332,186,206,147,-0.59,-1.11,-1.26,-1.20
HTplate33,O03,ENSG00000168447,449,503,455,477,0.28,0.26,0.37,0.11
HTplate33,O04,ENSG00000197442,470,353,446,463,0.43,-0.39,0.31,0.05
HTplate33,O05,ENSG00000008311,223,268,409,623,-1.40,-0.76,0.07,0.69
HTplate33,O06,ENSG00000082515,198,157,337,200,-1.59,-1.24,-0.40,-0.99
HTplate33,O07,ENSG00000051825,340,299,201,183,-0.53,-0.62,-1.29,-1.06
HTplate33,O08,ENSG00000118689,212,172,237,302,-1.48,-1.17,-1.05,-0.59
HTplate33,O09,ENSG00000126952,512,559,607,845,0.74,0.50,1.36,1.57
HTplate33,O10,ENSG00000134216,369,256,181,209,-0.32,-0.81,-1.42,-0.96
HTplate33,O11,ENSG00000164506,477,416,222,172,0.48,-0.12,-1.15,-1.10
HTplate33,O12,ENSG00000166946,269,147,209,204,-1.06,-1.28,-1.24,-0.98
HTplate33,O13,ENSG00000060138,287,297,363,393,-0.92,-0.63,-0.23,-0.23
HTplate33,O14,ENSG00000196189,277,226,426,422,-1.00,-0.94,0.18,-0.11
HTplate33,O15,ENSG00000100219,233,261,155,126,-1.33,-0.79,-1.59,-1.29
HTplate33,O16,ENSG00000156239,539,810,528,1032,0.94,1.59,0.85,2.32
HTplate33,O17,ENSG00000168918,312,351,291,230,-0.74,-0.40,-0.70,-0.88
HTplate33,O18,ENSG00000070756,397,459,491,544,-0.11,0.07,0.61,0.37
HTplate33,O19,ENSG00000133103,449,668,292,263,0.27,0.97,-0.69,-0.74
HTplate33,O20,ENSG00000180290,343,289,249,176,-0.51,-0.66,-0.98,-1.09
HTplate33,O21,ENSG00000132698,486,454,258,237,0.55,0.05,-0.92,-0.85
HTplate33,O22,ENSG00000164270,300,303,234,259,-0.83,-0.60,-1.07,-0.76
HTplate33,O23,ENSG00000084110,201,220,315,368,-1.57,-0.96,-0.54,-0.32
HTplate33,O24,ENSG00000130307,469,627,404,371,0.42,0.80,0.04,-0.31
HTplate33,P01,ENSG00000135269,280,181,312,128,-0.98,-1.13,-0.56,-1.28
HTplate33,P02,ENSG00000111364,569,832,451,669,1.16,1.69,0.35,0.87
HTplate33,P03,ENSG00000056277,538,894,512,474,0.93,1.95,0.74,0.09
HTplate33,P04,ENSG00000135299,323,179,198,198,-0.66,-1.14,-1.31,-1.00
HTplate33,P05,ENSG00000164209,468,463,231,168,0.41,0.09,-1.09,-1.12
HTplate33,P06,ENSG00000069651,297,205,366,403,-0.85,-1.03,-0.21,-0.19
HTplate33,P07,ENSG00000111679,447,748,468,436,0.26,1.32,0.45,-0.06
HTplate33,P08,ENSG00000134744,512,823,313,369,0.74,1.64,-0.55,-0.32
HTplate33,P09,ENSG00000133619,503,334,440,359,0.67,-0.47,0.27,-0.36
HTplate33,P10,ENSG00000137070,360,205,166,119,-0.39,-1.03,-1.52,-1.32
HTplate33,P11,ENSG00000156374,344,265,310,428,-0.50,-0.77,-0.58,-0.09
HTplate33,P12,ENSG00000128311,274,243,496,727,-1.02,-0.86,0.64,1.10
HTplate33,P13,ENSG00000116661,542,442,338,271,0.96,0.00,-0.39,-0.71
HTplate33,P14,ENSG00000162971,256,178,469,768,-1.15,-1.14,0.46,1.27
HTplate33,P15,ENSG00000100897,473,561,436,550,0.45,0.51,0.25,0.40
HTplate33,P16,ENSG00000115020,249,192,391,574,-1.21,-1.08,-0.05,0.49
HTplate33,P17,ENSG00000131051,119,57,128,94,-2.17,-1.67,-1.76,-1.42
HTplate33,P18,ENSG00000138032,254,129,513,666,-1.17,-1.36,0.75,0.86
HTplate33,P19,ENSG00000198182,400,381,329,429,-0.09,-0.26,-0.45,-0.08
HTplate33,P20,ENSG00000130829,311,415,162,96,-0.75,-0.12,-1.55,-1.41
HTplate33,P21,ENSG00000153446,251,143,177,70,-1.19,-1.30,-1.44,-1.51
HTplate33,P22,ENSG00000146147,262,173,216,167,-1.11,-1.17,-1.19,-1.13
HTplate33,P23,ENSG00000179912,457,648,315,386,0.33,0.89,-0.54,-0.25
HTplate33,P24,ENSG00000114209,396,306,421,520,-0.12,-0.59,0.15,0.28
HTplate34,A01,ENSG00000066455,484,605,763,856,0.28,0.36,1.42,0.45
HTplate34,A02,ENSG00000148219,551,350,680,740,0.72,-0.57,0.94,0.12
HTplate34,A03,ENSG00000143363,681,1029,743,1117,1.57,1.90,1.31,1.19
HTplate34,A04,ENSG00000120594,652,710,761,1378,1.38,0.74,1.41,1.93
HTplate34,A05,ENSG00000174437,361,334,425,628,-0.53,-0.63,-0.55,-0.20
HTplate34,A06,ENSG00000112414,432,674,733,1469,-0.07,0.61,1.25,2.19
HTplate34,A07,ENSG00000131969,229,118,443,280,-1.40,-1.41,-0.44,-1.18
HTplate34,A08,ENSG00000006468,473,297,752,779,0.21,-0.76,1.36,0.23
HTplate34,A09,ENSG00000159625,327,132,649,371,-0.76,-1.36,0.76,-0.93
HTplate34,A10,ENSG00000133110,675,826,669,1084,1.54,1.16,0.88,1.09
HTplate34,A11,ENSG00000156103,267,164,466,645,-1.15,-1.24,-0.31,-0.15
HTplate34,A12,ENSG00000073578,430,472,727,1022,-0.08,-0.12,1.21,0.92
HTplate34,A13,ENSG00000196419,285,206,451,500,-1.03,-1.09,-0.40,-0.56
HTplate34,A14,ENSG00000182022,421,404,519,714,-0.14,-0.37,0.00,0.05
HTplate34,A15,ENSG00000078246,492,476,550,699,0.33,-0.11,0.18,0.00
HTplate34,A16,ENSG00000133131,422,254,505,768,-0.13,-0.92,-0.08,0.20
HTplate34,A17,ENSG00000185973,609,837,43,27,1.10,1.20,-2.77,-1.90
HTplate34,A18,ENSG00000138303,235,188,662,797,-1.37,-1.16,0.84,0.28
HTplate34,A19,ENSG00000125868,238,116,273,83,-1.35,-1.42,-1.43,-1.74
HTplate34,A20,ENSG00000091106,672,742,812,1506,1.51,0.86,1.71,2.29
HTplate34,A21,ENSG00000107147,447,427,478,257,0.03,-0.29,-0.24,-1.25
HTplate34,A22,ENSG00000131269,248,259,352,217,-1.27,-0.90,-0.97,-1.36
HTplate34,A23,ENSG00000197223,394,433,519,796,-0.32,-0.27,0.00,0.28
HTplate34,A24,ENSG00000126767,391,311,485,386,-0.33,-0.71,-0.20,-0.89
HTplate34,B01,ENSG00000120253,713,687,725,792,1.78,0.66,1.20,0.27
HTplate34,B02,ENSG00000119392,222,75,208,102,-1.45,-1.57,-1.81,-1.69
HTplate34,B03,ENSG00000163817,112,46,214,70,-2.18,-1.67,-1.78,-1.78
HTplate34,B04,ENSG00000159423,163,47,257,137,-1.84,-1.67,-1.53,-1.59
HTplate34,B05,ENSG00000116157,720,910,751,1164,1.83,1.47,1.35,1.32
HTplate34,B06,ENSG00000104626,499,607,733,1047,0.38,0.37,1.25,0.99
HTplate34,B07,ENSG00000167094,546,890,752,1247,0.69,1.39,1.36,1.56
HTplate34,B08,ENSG00000134815,466,812,668,1135,0.16,1.11,0.87,1.24
HTplate34,B09,ENSG00000008838,320,278,641,825,-0.80,-0.83,0.71,0.36
HTplate34,B10,ENSG00000166484,311,404,704,743,-0.86,-0.37,1.08,0.13
HTplate34,B11,ENSG00000111726,554,948,598,870,0.74,1.60,0.46,0.49
HTplate34,B12,ENSG00000064607,480,411,579,636,0.25,-0.35,0.35,-0.18
HTplate34,B13,ENSG00000109667,398,321,643,694,-0.29,-0.67,0.72,-0.01
HTplate34,B14,ENSG00000158296,609,630,416,627,1.10,0.45,-0.60,-0.20
HTplate34,B15,ENSG00000168509,303,210,533,664,-0.92,-1.08,0.08,-0.10
HTplate34,B16,ENSG00000107518,321,258,669,711,-0.80,-0.90,0.87,0.04
HTplate34,B17,ENSG00000189311,421,518,710,1101,-0.14,0.04,1.11,1.14
HTplate34,B18,ENSG00000109911,465,507,727,1178,0.15,0.00,1.21,1.36
HTplate34,B19,ENSG00000175048,619,766,662,714,1.16,0.94,0.83,0.04
HTplate34,B20,ENSG00000183016,522,790,341,266,0.53,1.03,-1.04,-1.23
HTplate34,B21,ENSG00000109046,492,498,556,803,0.33,-0.03,0.22,0.30
HTplate34,B22,ENSG00000043514,625,821,732,887,1.21,1.14,1.24,0.53
HTplate34,B23,ENSG00000168928,525,720,688,1032,0.54,0.77,0.99,0.95
HTplate34,B24,ENSG00000124207,168,86,186,132,-1.80,-1.53,-1.94,-1.60
HTplate34,C01,ENSG00000163507,569,763,566,931,0.84,0.93,0.28,0.66
HTplate34,C02,ENSG00000139505,607,802,409,435,1.09,1.07,-0.64,-0.74
HTplate34,C05,ENSG00000089169,227,194,394,211,-1.41,-1.14,-0.73,-1.38
HTplate34,C06,ENSG00000173258,407,315,661,711,-0.23,-0.70,0.83,0.04
HTplate34,C07,ENSG00000126391,460,486,476,351,0.12,-0.08,-0.25,-0.98
HTplate34,C08,ENSG00000126733,201,111,193,89,-1.59,-1.44,-1.90,-1.73
HTplate34,C09,ENSG00000118900,568,533,796,1117,0.83,0.10,1.62,1.19
HTplate34,C10,ENSG00000185189,575,933,634,1090,0.87,1.55,0.67,1.11
HTplate34,C11,ENSG00000083750,541,928,699,1197,0.65,1.53,1.05,1.42
HTplate34,C12,ENSG00000080572,649,981,727,1615,1.36,1.73,1.21,2.60
HTplate34,C13,ENSG00000135446,641,523,554,718,1.31,0.06,0.21,0.06
HTplate34,C14,ENSG00000050165,557,532,732,1475,0.76,0.09,1.24,2.20
HTplate34,C15,ENSG00000165084,591,566,678,1240,0.98,0.22,0.93,1.54
HTplate34,C16,ENSG00000149451,564,421,558,803,0.80,-0.31,0.23,0.30
HTplate34,C17,ENSG00000006007,614,833,671,878,1.13,1.19,0.89,0.51
HTplate34,C18,ENSG00000182240,526,601,493,663,0.55,0.34,-0.15,-0.10
HTplate34,C19,ENSG00000092421,518,720,521,589,0.50,0.78,0.01,-0.31
HTplate34,C20,ENSG00000105793,646,1076,762,967,1.35,2.07,1.42,0.76
HTplate34,C23,ENSG00000131470,407,451,721,694,-0.23,-0.20,1.18,-0.01
HTplate34,C24,ENSG00000124067,564,409,519,360,0.81,-0.36,0.00,-0.96
HTplate34,D01,ENSG00000157985,541,519,614,605,0.65,0.05,0.55,-0.26
HTplate34,D02,ENSG00000170525,604,931,702,930,1.06,1.54,1.07,0.66
HTplate34,D05,ENSG00000144935,535,621,648,651,0.62,0.41,0.75,-0.13
HTplate34,D06,ENSG00000143801,347,250,521,422,-0.62,-0.93,0.01,-0.78
HTplate34,D07,ENSG00000179391,378,330,473,528,-0.42,-0.64,-0.26,-0.48
HTplate34,D08,ENSG00000153551,370,233,567,817,-0.47,-0.99,0.28,0.34
HTplate34,D09,ENSG00000120314,681,679,498,811,1.57,0.63,-0.12,0.32
HTplate34,D10,ENSG00000142273,317,528,671,957,-0.82,0.08,0.88,0.73
HTplate34,D11,ENSG00000147853,502,477,572,700,0.39,-0.11,0.31,0.01
HTplate34,D12,ENSG00000156194,537,437,819,798,0.63,-0.25,1.75,0.28
HTplate34,D13,ENSG00000128908,462,297,643,681,0.13,-0.76,0.72,-0.05
HTplate34,D14,ENSG00000139908,272,263,360,395,-1.12,-0.88,-0.93,-0.86
HTplate34,D15,ENSG00000182557,363,387,483,720,-0.52,-0.43,-0.21,0.06
HTplate34,D16,ENSG00000116918,335,308,607,762,-0.71,-0.72,0.51,0.18
HTplate34,D17,ENSG00000070269,464,390,652,1100,0.14,-0.42,0.78,1.14
HTplate34,D18,ENSG00000133069,588,846,708,1119,0.96,1.23,1.10,1.19
HTplate34,D19,ENSG00000198483,510,572,524,707,0.45,0.24,0.03,0.03
HTplate34,D20,ENSG00000187045,393,408,608,588,-0.32,-0.36,0.52,-0.31
HTplate34,D23,ENSG00000176601,579,474,550,565,0.90,-0.12,0.18,-0.38
HTplate34,D24,ENSG00000005812,472,498,522,374,0.20,-0.03,0.02,-0.92
HTplate34,E01,ENSG00000125775,375,351,563,312,-0.44,-0.56,0.26,-1.10
HTplate34,E02,ENSG00000105669,408,429,616,584,-0.22,-0.28,0.57,-0.32
HTplate34,E03,ENSG00000165949,619,578,808,1083,1.17,0.26,1.68,1.09
HTplate34,E04,ENSG00000174123,652,1071,774,1526,1.38,2.05,1.49,2.35
HTplate34,E05,ENSG00000005381,546,576,611,984,0.69,0.25,0.54,0.81
HTplate34,E06,ENSG00000119899,530,741,601,722,0.58,0.85,0.48,0.07
HTplate34,E07,ENSG00000104368,421,296,533,775,-0.14,-0.76,0.08,0.22
HTplate34,E08,ENSG00000129355,548,630,705,829,0.70,0.45,1.08,0.37
HTplate34,E09,ENSG00000091039,774,919,546,726,2.19,1.50,0.16,0.08
HTplate34,E10,ENSG00000134369,708,1181,747,1091,1.75,2.45,1.33,1.11
HTplate34,E11,ENSG00000060718,762,1123,689,1146,2.11,2.24,0.99,1.27
HTplate34,E12,ENSG00000133059,672,1072,759,1009,1.51,2.06,1.40,0.88
HTplate34,E13,ENSG00000112339,645,924,556,645,1.34,1.52,0.22,-0.15
HTplate34,E14,ENSG00000139970,551,846,568,893,0.72,1.24,0.28,0.55
HTplate34,E15,ENSG00000177640,649,968,582,1039,1.37,1.68,0.37,0.97
HTplate34,E16,ENSG00000129675,610,536,593,677,1.11,0.11,0.43,-0.06
HTplate34,E17,ENSG00000159579,354,435,420,616,-0.58,-0.26,-0.58,-0.23
HTplate34,E18,ENSG00000116560,395,426,510,450,-0.31,-0.29,-0.05,-0.70
HTplate34,E19,ENSG00000165280,91,36,122,41,-2.31,-1.71,-2.31,-1.86
HTplate34,E20,ENSG00000144560,530,632,544,761,0.58,0.46,0.14,0.18
HTplate34,E21,ENSG00000128271,423,488,549,444,-0.13,-0.07,0.18,-0.72
HTplate34,E22,ENSG00000145982,518,664,374,309,0.50,0.57,-0.85,-1.10
HTplate34,E23,ENSG00000011566,406,406,392,318,-0.23,-0.37,-0.74,-1.08
HTplate34,E24,ENSG00000132437,711,906,605,904,1.77,1.45,0.50,0.58
HTplate34,F01,ENSG00000130939,242,146,447,323,-1.32,-1.31,-0.42,-1.06
HTplate34,F02,ENSG00000188152,523,817,884,1350,0.54,1.13,2.13,1.85
HTplate34,F03,ENSG00000135426,279,190,432,328,-1.07,-1.15,-0.51,-1.05
HTplate34,F04,ENSG00000101773,368,372,578,768,-0.49,-0.49,0.34,0.20
HTplate34,F05,ENSG00000142961,590,795,824,1342,0.98,1.05,1.78,1.83
