Gene,WT q-value,WT log2 fold change,KRas mutant q-value,KRas mutant log2 fold change,Synthetic Lethal Score
GFRAL,1,0.340349463,1,0.126033725,0.214315738
GGA1,1,-0.541477913,1,0.058005522,-0.599483435
GGA2,1,-0.629222494,1,0.111029288,-0.740251783
GGACT,1,-0.238200933,1,0.42917659,-0.667377524
GGCT,1,-0.230115003,1,0.303804249,-0.533919251
GGCX,1,-0.925605609,1,-0.246787999,-0.67881761
GGH,1,-0.29134805,1,0.275400362,-0.566748412
GGN,1,0.026830044,1,-0.181725118,0.208555162
GGNBP2,1,0.009137027,1,-0.287342762,0.296479789
GGPS1,0.992116,-1.219669386,1,-0.513263295,-0.70640609
GGT1,1,-0.418346732,1,0.255022118,-0.67336885
GGT5,1,-0.55318248,1,0.045784315,-0.598966795
GGT7,1,-0.693900449,1,0.14075883,-0.834659279
GGTLC1,1,-0.328533461,1,0.222271615,-0.550805076
GGTLC2,1,-0.918016966,1,-0.093732982,-0.824283984
GH1,1,0.333934212,1,0.210953157,0.122981054
GH2,1,0.28678551,1,0.425584875,-0.138799365
GHDC,1,0.161623568,1,0.054314099,0.107309469
GHITM,1,0.34895135,1,-0.060535774,0.409487124
GHR,1,-0.165642262,1,0.676983358,-0.84262562
GHRH,1,0.115369866,1,-0.054236563,0.16960643
GHRHR,1,-0.441249557,1,0.221276048,-0.662525605
GHRL,1,0.208764175,1,0.182013835,0.02675034
GHSR,1,-0.23402102,1,0.422192106,-0.656213126
GID4,1,0.042663214,1,-0.352869577,0.39553279
GID8,1,0.03521895,1,-0.188892341,0.224111291
GIF,1,0.221365456,1,0.150998998,0.070366458
GIGYF1,1,0.152531112,1,-0.05921341,0.211744522
GIMAP1,1,0.30572083,1,0.28566791,0.02005292
GIMAP2,1,0.348069575,1,0.124015574,0.224054001
GIMAP4,1,0.501475517,1,0.254491527,0.24698399
GIMAP5,1,0.361131421,1,0.18843696,0.172694461
GIMAP6,1,0.287767519,1,0.243389405,0.044378114
GIMAP7,1,0.244051007,1,0.218717197,0.02533381
GIMAP8,1,0.376953532,1,0.167076524,0.209877008
GIN1,1,0.285352882,1,0.25773675,0.027616132
GINM1,1,0.273555876,1,0.238498387,0.03505749
GIP,1,0.315420007,1,0.079562698,0.235857309
GIPC1,1,-0.693281676,1,-0.035369925,-0.657911751
GIPC2,1,0.312752363,1,0.34790886,-0.035156496
GIPC3,1,0.039878221,1,-0.013657083,0.053535304
GIPR,1,-0.881694986,1,0.023536398,-0.905231385
GIT1,1,-0.134867544,1,-0.2636136,0.128746056
GIT2,1,0.34878337,1,0.2762932,0.072490169
GJA1,1,-0.689976103,1,0.161457834,-0.851433937
GJA10,1,-0.070794735,1,-0.086772383,0.015977648
GJA3,1,-0.420204934,1,0.358959273,-0.779164207
GJA5,1,-0.217375738,1,0.536008798,-0.753384536
GJA8,1,-0.502501803,1,0.234179683,-0.736681486
GJA9,1,-0.468996206,1,0.234581552,-0.703577758
GJB1,1,-0.400939322,1,0.343817448,-0.744756771
GJB2,1,-0.485758968,1,0.064598626,-0.550357594
GJB4,1,-0.399057118,1,0.219292028,-0.618349146
GJB5,1,-0.590799858,1,0.182724894,-0.773524753
GJB6,1,-0.627583047,1,0.116676895,-0.744259942
GJB7,1,0.336096073,1,0.120750452,0.215345621
GJC1,1,0.189555268,1,0.15192527,0.037629997
GJC2,1,-0.389080361,1,0.120607191,-0.509687553
GJD2,1,-0.402400355,1,0.251376617,-0.653776972
GJD3,1,-0.846738443,1,-0.086914732,-0.759823711
GJD4,1,-0.625782019,1,0.041394024,-0.667176044
GK,1,-0.716560343,1,-0.010506664,-0.706053679
GK2,1,0.340997561,1,0.105961459,0.235036102
GK5,1,0.275146973,1,0.120119439,0.155027534
GKAP1,1,0.288049332,1,0.292944235,-0.004894902
GKN1,1,-0.6339541,1,0.30501104,-0.93896514
GKN2,1,0.456777902,1,0.192218122,0.26455978
GLA,1,-0.41148963,1,0.240282595,-0.651772225
GLB1,1,-0.436099022,1,0.289804173,-0.725903195
GLB1L,1,0.273656124,1,0.177126025,0.096530099
GLB1L2,1,0.212508106,1,0.191060822,0.021447284
GLB1L3,1,0.232610293,1,0.2511239,-0.018513607
GLCCI1,1,-0.614805892,1,0.086656388,-0.70146228
GLCE,1,-0.450500571,1,0.109800919,-0.56030149
GLDC,1,-0.801643987,1,-0.104386631,-0.697257356
GLDN,1,0.186425882,1,0.211760119,-0.025334237
GLE1,1,0.026859335,1,-0.349321801,0.376181135
GLG1,1,0.258094213,1,0.085355137,0.172739075
GLI1,1,0.352554476,1,0.137065443,0.215489033
GLI2,1,0.229307788,1,0.150178116,0.079129672
GLI3,1,0.16864625,1,0.238302457,-0.069656207
GLI4,1,0.138822857,1,-0.32035411,0.459176966
GLIPR1,1,0.134402838,1,-0.198424219,0.332827057
GLIPR1L1,1,0.318534312,1,0.110619577,0.207914735
GLIPR1L2,1,0.324835043,1,0.156816712,0.168018331
GLIPR2,1,-0.340019502,1,0.251028052,-0.591047554
GLIS1,1,0.148274018,1,0.006121459,0.14215256
GLIS2,1,-0.087422365,1,-0.399111356,0.311688991
GLIS3,1,0.382270283,1,0.321672691,0.060597592
GLMN,1,-0.427760133,1,-0.841849141,0.414089007
GLO1,1,-0.30112387,1,0.345328861,-0.646452731
GLOD4,1,-0.461890643,1,0.182660884,-0.644551527
GLOD5,1,0.299048136,1,0.28332795,0.015720186
GLP1R,1,-0.563402098,1,0.057419992,-0.62082209
GLRA1,1,-0.303960358,1,0.338031527,-0.641991884
GLRA2,1,-0.165210763,1,0.4265462,-0.591756963
GLRA3,1,-0.319839892,1,0.147466986,-0.467306878
GLRA4,1,-0.355349144,1,0.388662664,-0.744011808
GLRB,1,-0.343758961,1,0.209481739,-0.553240701
GLRX,1,-0.532366294,1,0.300845869,-0.833212163
GLRX3,1,-0.619665252,1,0.188226842,-0.807892093
GLRX5,1,-0.634917928,1,-0.408684044,-0.226233884
GLS,1,-0.739556777,1,0.009869334,-0.74942611
GLS2,1,-0.613487862,1,0.172168192,-0.785656054
GLT1D1,1,-0.347816976,1,0.32674754,-0.674564516
GLT6D1,1,-0.281505981,1,0.268216272,-0.549722253
GLT8D1,1,-0.625311485,1,-0.070798443,-0.554513043
GLT8D2,1,-0.53944507,1,0.349534386,-0.888979456
GLTP,1,-0.412254722,1,0.242939038,-0.65519376
GLTPD1,1,0.326923343,1,0.279937678,0.046985665
GLTPD2,1,0.27939321,1,0.085359437,0.194033772
GLTSCR1,1,0.375162228,1,0.309462002,0.065700226
GLTSCR1L,1,0.351532625,1,0.023155063,0.328377561
GLUD1,1,-0.608452755,1,0.142038787,-0.750491542
GLUD2,1,-0.406128729,1,0.292504572,-0.698633301
GLUL,1,-0.501218604,1,0.206158196,-0.7073768
GLYAT,1,-0.26672967,1,0.361295211,-0.628024881
GLYATL1,1,-0.478419824,1,0.218782723,-0.697202547
GLYATL2,1,-0.337939191,1,0.504281462,-0.842220652
GLYATL3,1,0.424224035,1,-0.000983507,0.425207542
GLYCTK,1,-0.466352519,1,0.164147864,-0.630500382
GLYR1,1,-0.378569529,1,0.051193433,-0.429762963
GM2A,1,-0.50654619,1,0.083732956,-0.590279147
GMDS,1,-0.58805458,1,0.005860712,-0.593915291
GMEB1,1,-0.932916595,1,-0.407884812,-0.525031783
GMEB2,1,-0.581210832,1,-0.06560845,-0.515602382
GMFB,1,0.276818299,1,-0.007854689,0.284672988
GMFG,1,0.149146678,1,-0.188675719,0.337822397
GMIP,1,-0.962274668,1,-0.198568295,-0.763706373
GML,1,0.228292512,1,-0.121365346,0.349657857
GMNC,1,0.289768489,1,0.394357335,-0.104588846
GMNN,1,0.283795269,1,0.121080169,0.1627151
GMPPA,1,-0.556184184,1,0.075855855,-0.632040039
GMPR,1,-0.434326898,1,-0.026896959,-0.407429938
GMPR2,1,-0.674715152,1,-0.027661909,-0.647053243
GNA11,1,-0.511202022,1,0.04785012,-0.559052142
GNA12,1,-0.431172454,1,0.132346818,-0.563519272
GNA14,1,-0.619719894,1,0.140966089,-0.760685983
GNA15,1,-0.387716394,1,0.117790396,-0.50550679
GNAI1,1,-0.414762582,1,0.335158125,-0.749920706
GNAI2,1,-0.474705589,1,0.215428469,-0.690134058
GNAI3,1,-0.366985379,1,-0.061812378,-0.305173001
GNAL,1,-0.068245263,1,0.301034074,-0.369279336
GNAO1,1,-0.371306775,1,0.284202869,-0.655509644
GNAQ,1,-0.207729168,1,0.355339051,-0.563068219
GNAS,1,-0.688450391,1,0.233174825,-0.921625215
GNAT1,1,-0.545777621,1,0.22092716,-0.766704781
GNAT2,1,-0.633310219,1,0.031591232,-0.664901451
GNAT3,1,-0.38198932,1,0.1603101,-0.54229942
GNAZ,1,-0.241853909,1,0.274224114,-0.516078022
GNB1,1,-0.871121279,1,0.028339359,-0.899460638
GNB3,1,-0.697371051,1,-0.145474682,-0.551896369
GNB4,1,-0.368471581,1,0.336591057,-0.705062638
GNB5,1,-0.579702335,1,0.10197426,-0.681676595
GNE,1,-0.367236005,1,-0.245563162,-0.121672843
GNG10,1,-0.493118552,1,0.155214987,-0.648333539
GNG11,1,0.025807098,1,0.404656774,-0.378849676
GNG12,1,0.066299357,1,0.400414379,-0.334115022
GNG13,1,-0.637062041,1,-0.142361965,-0.494700076
GNG2,1,-0.417763544,1,0.291708348,-0.709471893
GNG3,1,-0.471870248,1,0.091026861,-0.562897109
GNG4,1,-0.304170998,1,0.31389698,-0.618067978
GNG5,1,0.163695924,1,-0.261374573,0.425070497
GNG7,1,-0.660017797,1,-0.042455444,-0.617562353
GNG8,1,-0.47764387,1,0.048917827,-0.526561697
GNGT1,1,-0.092288723,1,0.416461208,-0.508749931
GNGT2,1,-0.217447558,1,0.249656857,-0.467104415
GNL1,1,0.03223637,1,-0.246356011,0.27859238
GNLY,1,-0.506989198,1,0.091930798,-0.598919996
GNMT,1,-0.433205433,1,0.137237894,-0.570443327
GNPAT,1,-0.831277885,1,0.057512111,-0.888789996
GNPDA1,1,-0.428092369,1,0.234104497,-0.662196866
GNPDA2,1,-0.70139715,1,-0.094896141,-0.606501008
GNPNAT1,1,-0.629548098,1,-0.194277764,-0.435270333
GNPTAB,1,-0.423098967,1,0.163501452,-0.586600419
GNPTG,1,-0.886203778,1,-0.139818539,-0.74638524
GNRH1,1,-0.18208549,1,0.377240208,-0.559325698
GNRH2,1,-0.780875229,1,-0.000530228,-0.780345001
GNRHR,1,-0.240755983,1,0.239415422,-0.480171404
GNS,1,-0.500980146,1,0.150110029,-0.651090175
GOLGA1,1,0.19860333,1,-0.004063099,0.202666429
GOLGA2,1,-0.007775489,1,-0.210665694,0.202890205
GOLGA3,1,-0.818974983,1,-0.018685444,-0.800289539
GOLGA4,1,0.279753746,1,0.020181968,0.259571778
GOLGA5,1,-0.561345991,1,0.20160847,-0.762954462
GOLGA7,1,0.446299629,1,0.311038382,0.135261247
GOLGA7B,1,0.346356721,1,0.1722187,0.174138021
GOLGB1,1,0.229133964,1,0.111122104,0.118011859
GOLIM4,1,0.196595576,1,-0.040615672,0.237211248
GOLM1,1,0.018937569,1,0.079778488,-0.060840919
GOLPH3,1,0.307957013,1,0.165016434,0.142940579
GOLPH3L,1,0.456904151,1,0.312117352,0.144786799
GOLT1A,1,0.025744942,1,0.240477915,-0.214732973
GOLT1B,1,0.275178861,1,0.134211118,0.140967743
GON4L,1,-0.360753228,1,-0.630132124,0.269378897
GOPC,1,-0.590022414,1,0.053615564,-0.643637978
GORAB,1,0.309870149,1,0.255775265,0.054094884
GORASP1,1,0.248992006,1,0.130983743,0.118008264
GORASP2,1,0.117051098,1,-0.123650222,0.24070132
GOSR1,1,-0.796117396,1,0.147444367,-0.943561763
GOT1,1,-0.705495367,1,0.091071026,-0.796566393
GOT1L1,1,0.292134693,1,0.167458034,0.124676659
GOT2,1,-0.240278298,1,0.391512664,-0.631790962
GP1BA,1,-0.646454771,1,-0.048280961,-0.59817381
GP1BB,1,0.183670604,1,-0.065249874,0.248920478
GP2,1,0.250958332,1,0.0458759,0.205082431
GP5,1,0.304864404,1,0.324300897,-0.019436493
GP9,1,-0.538428849,1,0.14113231,-0.679561159
GPA33,1,0.262116713,1,0.091525268,0.170591445
GPAA1,1,-0.807558418,1,-0.107862403,-0.699696015
GPALPP1,1,0.19434925,1,0.097395451,0.096953799
GPAM,1,-0.468203327,1,0.327307811,-0.795511138
GPANK1,1,0.240539809,1,-0.010674854,0.251214663
GPAT2,1,-0.527521594,1,0.122187974,-0.649709567
GPATCH11,1,0.290357282,1,0.180976802,0.109380479
GPATCH2,1,0.249335097,1,0.206121358,0.043213738
GPATCH2L,1,0.254256967,1,0.09838566,0.155871307
GPATCH3,1,0.070178436,1,-0.002837994,0.07301643
GPATCH4,1,0.006566941,1,-0.266824495,0.273391436
GPATCH8,1,0.182268992,1,-0.058893778,0.241162771
GPBAR1,1,-0.851518079,1,-0.062506989,-0.78901109
GPBP1,1,0.356194853,1,-0.125008294,0.481203147
GPBP1L1,1,0.214839955,1,-0.201612766,0.41645272
GPC1,1,-0.283471832,1,0.33645316,-0.619924992
GPC2,1,0.273356459,1,-0.094647056,0.368003515
GPC3,1,0.325380562,1,0.37338226,-0.048001698
GPC4,1,-0.271441911,1,0.372789113,-0.644231024
GPC5,1,0.098909657,1,-0.120303824,0.21921348
GPC6,1,-0.459491771,1,0.125754801,-0.585246572
GPCPD1,1,0.30222175,1,0.370623398,-0.068401648
GPD1,1,-0.477030323,1,0.131933506,-0.60896383
GPD1L,1,-0.382176358,1,0.208706638,-0.590882996
GPD2,1,-0.413754738,1,0.200664389,-0.614419127
GPER1,1,0.231595,1,0.145976619,0.085618381
GPHA2,1,0.332424091,1,0.078711364,0.253712727
GPHN,1,-0.271796209,1,0.295715511,-0.567511719
GPI,1,-1.082656737,1,-0.31263664,-0.770020097
GPLD1,1,-0.416161924,1,0.240763209,-0.656925132
GPM6A,1,-0.128856147,1,0.253275952,-0.382132099
GPM6B,1,0.286459631,1,0.331844734,-0.045385103
GPNMB,1,-0.810085388,1,-0.103148795,-0.706936593
GPR1,1,-0.408477067,1,0.498897992,-0.907375059
GPR101,0.993451,-0.434931017,1,0.205749458,-0.640680475
GPR107,1,-0.651868709,1,0.003677699,-0.655546408
GPR108,1,-0.484318323,1,0.148127097,-0.632445419
GPR110,1,-0.392479499,1,0.22082343,-0.613302929
GPR112,1,-0.337303523,1,0.325166471,-0.662469994
GPR113,1,-0.827186516,1,-0.033503347,-0.793683169
GPR114,1,-0.834350039,1,-0.143375634,-0.690974405
GPR115,1,-0.241981715,1,0.356707369,-0.598689084
GPR116,1,-0.50950802,1,0.159585837,-0.669093856
GPR119,1,-0.295217163,1,0.248612288,-0.543829452
GPR12,1,-0.338105674,1,0.256261913,-0.594367587
GPR123,1,-0.331995001,1,0.380034417,-0.712029418
GPR124,1,-0.266147865,1,0.354373127,-0.620520992
GPR125,1,-0.652270197,1,0.058126912,-0.710397108
GPR126,1,-0.222945885,1,0.310881255,-0.53382714
GPR128,1,-0.294127711,1,0.276621398,-0.570749109
GPR132,1,-0.786107558,1,0.030514556,-0.816622115
GPR133,1,-0.176054509,1,0.27328945,-0.44934396
GPR135,1,-0.417822488,1,0.158063513,-0.575886001
GPR137,1,0.282199813,1,0.20755164,0.074648174
GPR137B,1,0.176082426,1,0.12959691,0.046485516
GPR139,1,-0.365929387,1,0.262635241,-0.628564628
GPR141,1,-0.325557164,1,0.138301553,-0.463858716
GPR142,1,-0.425376273,1,0.311857698,-0.737233971
GPR143,1,-0.226788408,1,0.508738374,-0.735526782
GPR146,1,-0.574395128,1,0.241179237,-0.815574365
GPR148,1,-0.65556617,1,-0.036277062,-0.619289108
GPR149,1,-0.19480404,1,0.418355362,-0.613159402
GPR15,1,-0.295845609,1,0.226147916,-0.521993525
GPR150,1,-0.46443845,1,0.24787224,-0.712310691
GPR151,1,-0.391765321,1,0.150466963,-0.542232284
GPR152,1,-0.412645133,1,0.245141182,-0.657786315
GPR153,1,-0.611895692,1,0.095336123,-0.707231816
GPR155,1,-0.572198126,1,0.086747454,-0.65894558
GPR156,1,-0.274893575,1,0.39261082,-0.667504395
GPR157,1,-0.452790525,1,0.276611157,-0.729401683
GPR158,0.484682,-0.589524847,1,0.077475522,-0.667000369
GPR160,1,-0.253253052,1,0.094144018,-0.34739707
GPR161,1,-0.611307646,1,0.030351431,-0.641659077
GPR162,1,-0.581596286,1,0.054610065,-0.636206351
GPR17,1,-0.59020929,1,0.125407075,-0.715616365
GPR171,1,-0.371364326,1,0.166205965,-0.537570291
GPR173,1,-0.233050025,1,0.348747786,-0.581797812
GPR174,1,-0.309287453,1,0.413345861,-0.722633314
GPR176,1,-0.535076441,1,0.26954489,-0.804621331
GPR18,1,-0.494745909,1,0.266864275,-0.761610184
GPR180,1,-0.246113991,1,0.370890209,-0.6170042
GPR182,1,-0.738792608,1,-0.116318764,-0.622473845
GPR183,1,-0.195602585,1,0.304566035,-0.50016862
GPR19,1,-0.446584738,1,0.299181922,-0.74576666
GPR20,1,-1.104085117,1,-0.247773746,-0.856311371
GPR21,1,-0.407052629,1,0.370157594,-0.777210223
GPR22,1,-0.382887934,1,0.176294241,-0.559182176
GPR25,1,-0.283514987,1,0.459949883,-0.74346487
GPR26,1,0.298275273,1,0.19306695,0.105208323
GPR27,1,-0.536041848,1,0.235089519,-0.771131367
GPR3,1,-0.605689328,1,0.052883465,-0.658572793
GPR31,1,-0.270538575,1,0.146837333,-0.417375907
GPR32,1,-0.286177525,1,0.260218561,-0.546396086
GPR34,1,-0.409706088,1,0.090110554,-0.499816642
GPR35,1,-0.356739053,1,0.021327107,-0.37806616
GPR37,1,-0.39190472,1,0.353835669,-0.74574039
GPR37L1,1,-0.619172546,1,0.023238293,-0.642410839
GPR39,1,-0.447889443,1,0.17513752,-0.623026963
GPR4,0.973475,-0.673185698,1,0.039440925,-0.712626623
GPR45,1,-0.794138296,1,0.06506338,-0.859201676
GPR50,1,-0.314281864,1,0.438666275,-0.752948139
GPR52,1,-0.282697813,1,0.160403954,-0.443101767
GPR55,1,-0.530730433,1,0.087319821,-0.618050254
GPR56,1,-0.285309249,1,0.222400412,-0.507709661
GPR6,1,-0.373641659,1,0.263771835,-0.637413494
GPR61,1,-0.873252862,1,-0.063931681,-0.809321182
GPR62,1,-0.794340108,1,-0.010905313,-0.783434794
GPR63,1,-0.216690725,1,0.21861025,-0.435300975
GPR64,1,-0.38088416,1,0.253139255,-0.634023415
GPR65,1,-0.285464956,1,0.280264404,-0.56572936
GPR68,1,-0.530261362,1,0.103999004,-0.634260365
GPR75,1,-0.728899429,1,-0.158649466,-0.570249963
GPR75-ASB3,1,0.183527969,1,0.121857464,0.061670505
GPR78,1,-0.370283556,1,0.249499949,-0.619783505
GPR82,1,-0.180862844,1,0.164644454,-0.345507298
GPR83,1,-0.426621498,1,0.299951487,-0.726572985
GPR84,1,-0.66623924,1,0.173544527,-0.839783767
GPR85,1,-0.82969985,1,-0.071755145,-0.757944705
GPR87,1,-0.163834965,1,0.219052579,-0.382887544
GPR89A,0.684653,-0.763308693,1,-0.123516261,-0.639792432
GPR89B,1,-0.59251893,1,-0.147301709,-0.44521722
GPR97,1,-0.683997038,1,0.049120126,-0.733117165
GPR98,1,-0.254867459,1,0.168343275,-0.423210734
GPRASP1,1,-0.318888918,1,0.303859272,-0.62274819
GPRASP2,1,0.376119618,1,0.291982147,0.084137471
GPRC5A,1,-0.36147264,1,0.347230888,-0.708703528
GPRC5B,0.634106,-0.770869179,1,-0.125525118,-0.645344061
GPRC5C,1,-0.349999119,1,0.310105028,-0.660104147
GPRC5D,1,-0.84312406,1,-0.15953662,-0.68358744
GPRC6A,1,-0.666366256,1,-0.326883644,-0.339482612
GPRIN1,1,0.206569387,1,0.148700906,0.057868481
GPRIN2,1,0.193947603,1,0.194855514,-0.000907911
GPRIN3,1,0.406915694,1,0.271453446,0.135462249
GPS2,1,0.059067196,1,0.037222434,0.021844762
GPSM1,1,0.098133658,1,-0.163868709,0.262002367
GPSM2,1,0.297645875,1,0.02053028,0.277115596
GPSM3,1,-0.208808002,1,-0.209419559,0.000611557
GPT,1,-0.739636085,1,-0.007066073,-0.732570012
GPT2,1,-0.437612273,1,0.267357914,-0.704970187
GPX1,1,-0.314124619,1,0.259634935,-0.573759555
GPX2,1,-0.592927557,1,0.166654241,-0.759581798
GPX3,1,-0.240329391,1,0.158105556,-0.398434947
GPX4,1,-0.515289015,1,0.094374976,-0.609663991
GPX5,0.107458,-0.427632637,1,0.211289152,-0.63892179
GPX6,1,-0.409343582,1,0.275605379,-0.684948961
GPX7,1,-0.252947181,1,0.466071113,-0.719018294
GPX8,1,-0.675023609,1,-0.099810727,-0.575212882
GRAMD1A,1,0.225045628,1,0.023366124,0.201679503
GRAMD1B,1,0.237979231,1,-0.077255873,0.315235104
GRAMD1C,1,0.158054847,1,0.240466902,-0.082412055
GRAMD2,1,-0.014955981,1,-0.181881397,0.166925416
GRAMD3,1,0.093064349,1,-0.044689802,0.137754151
GRAMD4,1,0.022503327,1,-0.163102928,0.185606255
GRAP,1,0.227911485,1,0.060201892,0.167709593
GRAP2,1,0.106604887,1,-0.027200241,0.133805128
GRASP,1,0.295097184,1,0.185520298,0.109576886
GRB10,1,0.262018913,1,0.093398483,0.168620429
GRB14,1,0.247196471,1,-0.038342745,0.285539216
GRB2,1,-0.489557612,1,0.166478149,-0.656035761
GRB7,1,0.075584169,1,-0.151364949,0.226949118
GREB1,1,0.471258713,1,0.347847883,0.123410829
GREB1L,1,0.374012083,1,0.260812273,0.113199811
GREM1,1,0.362096557,1,0.032995694,0.329100863
GRHL1,1,0.321686277,1,0.14623541,0.175450867
GRHL2,1,0.300090591,1,-0.023463167,0.323553758
GRHL3,1,0.107506023,1,-0.078085661,0.185591684
GRHPR,1,-0.510312792,1,0.097841228,-0.60815402
GRIA1,1,-0.225719642,1,0.351671108,-0.57739075
GRIA2,1,-0.486473176,1,0.277142487,-0.763615663
GRIA3,1,-0.316938173,1,0.323685492,-0.640623665
GRIA4,1,-0.364484122,1,0.168106589,-0.532590711
GRID1,1,-0.708350691,1,-0.188655383,-0.519695307
GRID2,1,-1.028613524,1,-0.290857713,-0.73775581
GRIK1,1,-0.49391278,1,0.077403762,-0.571316542
GRIK2,1,-0.429437775,1,0.177871551,-0.607309326
GRIK3,1,-0.233989698,1,0.405734557,-0.639724255
GRIK4,1,-0.58264395,1,0.11745433,-0.70009828
GRIK5,1,-0.692161936,1,-0.166604267,-0.525557668
GRIN1,1,-0.48551607,1,0.242737414,-0.728253484
GRIN2A,1,-0.194454036,1,0.231065693,-0.425519729
GRIN2B,1,-0.684380172,1,-0.073668691,-0.610711481
GRIN2C,1,-0.907968172,1,-0.136645668,-0.771322504
GRIN2D,1,-0.447505562,1,0.090835806,-0.538341368
GRIN3A,1,-0.268887427,1,0.24444116,-0.513328587
GRIN3B,1,-0.474533724,1,0.118690647,-0.593224371
GRINA,1,-0.467090575,1,0.286948596,-0.75403917
GRIP1,1,0.164587118,1,0.014328042,0.150259076
GRK4,1,-0.531239347,1,0.166203098,-0.697442444
GRK5,1,-0.861263586,1,-0.174029662,-0.687233924
GRK6,1,-0.685667794,1,0.061836529,-0.747504323
GRK7,1,-0.289358457,1,0.330342678,-0.619701135
GRM1,1,-0.562382667,1,0.096313173,-0.658695841
GRM2,1,-0.793308256,1,0.173046329,-0.966354585
GRM3,1,-0.512285873,1,0.205692549,-0.717978422
GRM4,1,-0.789326423,1,-0.182237571,-0.607088852
GRM5,1,-0.524430113,1,0.176984881,-0.701414994
GRM6,1,-0.198721566,1,0.311663281,-0.510384847
GRM7,1,-0.454661168,1,0.134247398,-0.588908566
GRM8,1,-0.435855308,1,0.252460604,-0.688315912
GRN,1,-0.647432285,1,0.116000007,-0.763432292
GRP,1,0.325642728,1,0.168990433,0.156652295
GRPEL2,1,0.25341205,1,0.107061512,0.146350539
GRPR,1,-0.233411675,1,0.486858708,-0.720270383
GRTP1,1,0.202152967,1,0.133430759,0.068722208
GRXCR1,1,0.321991209,1,0.061146092,0.260845116
GRXCR2,1,0.466174949,1,0.277030412,0.189144537
GSAP,1,0.105813128,1,0.066726403,0.039086725
GSC,1,0.253228715,1,0.167729471,0.085499243
GSC2,1,0.239257808,1,0.08327918,0.155978628
GSDMA,1,-0.212842397,1,-0.280991496,0.068149099
GSDMB,1,0.314635943,1,0.233384419,0.081251524
GSDMD,1,0.101318939,1,-0.252330906,0.353649845
GSE1,1,0.155368551,1,-0.258193371,0.413561922
GSG1,1,0.237549513,1,0.087885171,0.149664343
GSG1L,1,0.047980918,1,-0.060621651,0.108602568
GSK3A,1,-0.470872372,1,-0.012997893,-0.457874479
GSK3B,1,-0.355045564,1,0.007235687,-0.362281251
GSKIP,1,0.306433286,1,0.374080405,-0.067647119
GSN,1,-0.634321531,1,0.160250183,-0.794571713
GSPT2,1,0.42258682,1,0.3499839,0.07260292
GSR,1,-0.302236351,1,0.26641172,-0.568648072
GSS,1,-0.481040958,1,0.080759427,-0.561800385
GSTA1,1,-0.451180172,1,-0.021604352,-0.42957582
GSTA2,1,-0.737471019,1,-0.227294403,-0.510176616
GSTA3,1,-0.726609413,1,-0.030567081,-0.696042332
GSTA4,1,-0.247342882,1,0.443531993,-0.690874875
GSTA5,1,-0.366257004,1,-0.048707538,-0.317549466
GSTCD,1,-0.608623371,1,0.10384302,-0.712466391
GSTK1,1,-0.343060328,1,0.130429713,-0.473490041
GSTM1,1,-0.077109782,1,0.535243278,-0.61235306
GSTM2,1,-0.389733887,1,0.232827752,-0.622561639
GSTM3,1,-0.471523688,1,0.087791214,-0.559314902
GSTM4,1,-0.10085067,1,0.263379509,-0.36423018
GSTM5,1,-0.280163505,1,0.362933498,-0.643097002
GSTO1,1,-0.70784495,1,0.088109859,-0.795954809
GSTO2,1,-0.708734564,1,0.180418777,-0.88915334
GSTP1,1,-0.945181388,1,-0.182553241,-0.762628147
GSTT1,1,-0.094994954,1,0.477182668,-0.572177621
GSTT2,1,-0.947346954,1,-0.501528382,-0.445818572
GSTT2B,1,-1.217076808,1,-0.412801192,-0.804275616
GSTZ1,1,-0.429899692,1,0.330501155,-0.760400847
GSX1,1,0.210011299,1,0.037708653,0.172302647
GSX2,1,0.410699915,1,0.381225893,0.029474023
GTDC1,1,0.33581401,1,0.272994008,0.062820002
GTF2A1L,1,0.196555069,1,0.015963088,0.180591981
GTF2A2,1,-0.40184434,1,-0.524583062,0.122738723
GTF2F2,0.771538,-1.235983089,1,-0.299075935,-0.936907154
GTF2H5,1,0.349023916,1,0.17930278,0.169721136
GTF2I,1,0.239147748,1,-0.108738021,0.347885769
GTF2IRD1,1,0.167347933,1,0.063942564,0.103405369
GTF2IRD2,1,0.067885908,1,-0.046477747,0.114363655
GTF2IRD2B,1,0.079929542,1,-0.267835167,0.347764709
GTPBP1,1,-0.417466319,1,0.270877506,-0.688343825
GTPBP10,1,0.032132503,1,-0.341501388,0.373633891
GTPBP2,1,-0.449388274,1,0.156334915,-0.60572319
GTPBP3,1,-0.70548359,1,0.008797894,-0.714281484
GTPBP8,1,0.116469644,1,-0.051042105,0.167511749
GTSE1,1,0.27544853,1,-0.042777381,0.318225911
GTSF1,1,0.309112081,1,0.306605785,0.002506296
GTSF1L,1,0.197440962,1,0.085981359,0.111459603
GUCA1A,1,-0.43086241,1,0.196732777,-0.627595188
GUCA1B,1,0.190012041,1,-0.150439667,0.340451709
GUCA1C,1,0.482851695,1,0.288266187,0.194585508
GUCA2A,1,-0.051665564,1,0.064704991,-0.116370555
GUCA2B,1,0.170809256,1,0.144935636,0.02587362
